Voicing Recall,Voicing False Alarm,Raw Pitch Accuracy,Raw Chroma Accuracy,Overall Accuracy
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0
0.984,0.0,0.984,0.984,0.984
1.0,0.0,1.0,1.0,1.0
0.036,0.0,0.022,0.032,0.022
0.9934426229508196,0.0,0.9704918032786886,0.9704918032786886,0.982
0.9401226117493007,0.0,0.8225105648473305,0.8329266115112196,0.8225105648473305
