Voicing Recall,Voicing False Alarm,Raw Pitch Accuracy,Raw Chroma Accuracy,Overall Accuracy
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0
0.03,0.0,0.014,0.014,0.014
0.9934426229508196,0.0,0.9704918032786886,0.9704918032786886,0.982
0.6026426998392953,0.0,0.4644366406761502,0.48169751800488064,0.4644366406761502
